,DATE,MONTH,cloud_cover,wind_speed,wind_gust,humidity,pressure,global_radiation,precipitation,sunshine,temp_mean,temp_min,temp_max
1977,20050531,5,2,3.2,14.5,0.79,1.0256,2.56,0.1,9.2,11.7,6.3,18.4
1978,20050601,6,3,1.7,8.1,0.65,1.0235,3.14,0.02,13.5,12.9,5.1,19.0
1979,20050602,6,7,3.7,8.7,0.73,1.0167,0.98,0.0,0.5,16.6,12.5,21.0
1980,20050603,6,5,4.4,14.1,0.68,1.01,2.62,0.27,9.4,19.8,13.4,27.8
1981,20050604,6,6,5.6,14.0,0.79,1.0127,1.87,0.65,4.5,14.2,11.5,17.6
1982,20050605,6,7,4.1,12.3,0.84,1.0165,0.87,0.36,0.2,13.6,11.6,16.5
1983,20050606,6,7,4.1,9.7,0.77,1.0209,1.32,0.33,1.7,12.6,8.7,15.3
1984,20050607,6,4,4.3,11.6,0.65,1.032,1.95,0.0,4.9,10.9,6.8,15.1
1985,20050608,6,4,2.5,7.4,0.69,1.0357,2.27,0.0,6.9,11.2,5.5,15.7
1986,20050609,6,3,1.8,6.9,0.65,1.0304,3.16,0.0,13.4,12.7,4.8,19.9
1987,20050610,6,4,2.6,9.1,0.69,1.0212,2.45,0.0,8.1,14.3,6.0,21.2
1988,20050611,6,6,2.9,10.2,0.65,1.0154,1.57,0.0,2.8,11.8,9.3,15.0
1989,20050612,6,6,3.4,9.5,0.63,1.0102,2.14,0.16,6.0,12.8,7.6,16.9
1990,20050613,6,5,4.1,12.4,0.66,1.0072,2.44,0.12,8.0,13.4,7.8,17.7
1991,20050614,6,4,2.0,7.1,0.6,1.012,2.99,0.0,12.0,15.6,5.9,22.6
1992,20050615,6,3,2.8,10.4,0.59,1.0181,2.98,0.0,11.9,18.4,7.8,26.1
1993,20050616,6,7,4.2,10.4,0.63,1.0229,2.11,0.08,5.8,19.6,15.2,24.0
1994,20050617,6,8,3.9,9.6,0.8,1.0264,0.96,0.0,0.4,19.7,16.9,22.8
1995,20050618,6,2,2.8,7.5,0.59,1.0268,3.29,0.0,14.4,20.2,12.5,25.8
1996,20050619,6,0,2.5,8.2,0.53,1.0208,3.49,0.0,16.0,21.7,10.8,29.9
1997,20050620,6,2,3.5,10.0,0.46,1.0159,3.4,0.0,15.3,25.9,16.0,32.5
1998,20050621,6,6,3.4,9.1,0.56,1.0171,2.42,0.0,7.8,23.5,16.2,28.2
1999,20050622,6,3,2.3,8.3,0.59,1.0224,3.28,0.0,14.3,20.5,14.1,26.1
2000,20050623,6,2,2.7,11.3,0.52,1.0192,3.34,0.0,14.8,23.9,14.5,31.1
2001,20050624,6,3,2.3,7.6,0.46,1.013,3.02,0.0,12.2,27.2,21.3,33.5
2002,20050625,6,7,3.2,11.0,0.8,1.0157,1.0,0.71,0.5,21.0,15.9,24.3
2003,20050626,6,5,2.7,6.2,0.66,1.0237,2.71,0.0,9.9,18.4,13.5,24.0
2004,20050627,6,2,2.6,6.8,0.58,1.0211,3.4,0.0,15.3,20.5,12.7,27.4
2005,20050628,6,4,3.0,7.9,0.53,1.0167,3.27,1.02,14.3,21.0,14.0,27.0
2006,20050629,6,7,2.2,12.3,0.75,1.0087,1.83,2.17,4.2,21.2,16.3,26.9
2007,20050630,6,7,2.7,11.6,0.84,1.0089,1.06,0.56,0.7,18.1,13.9,23.8
2008,20050701,7,6,3.9,12.6,0.8,1.0136,1.78,0.14,3.9,17.6,14.2,22.1
2009,20050702,7,7,2.9,7.7,0.85,1.0198,0.88,0.18,0.2,18.4,15.2,20.9
2010,20050703,7,5,2.4,7.3,0.7,1.017,2.67,0.0,9.7,22.2,16.4,27.4
2011,20050704,7,5,5.8,17.8,0.69,1.0077,2.37,1.26,7.6,20.1,12.5,27.3
2012,20050705,7,4,4.4,10.2,0.67,1.0138,2.52,0.06,8.7,14.9,10.8,18.6
2013,20050706,7,7,5.0,12.2,0.78,1.0081,1.27,0.45,1.5,15.4,12.9,20.2
2014,20050707,7,7,2.8,8.3,0.76,1.0103,1.57,0.0,2.9,15.1,12.2,18.2
2015,20050708,7,6,1.8,7.3,0.81,1.0154,1.65,1.13,3.3,15.0,11.5,18.0
2016,20050709,7,2,2.6,9.2,0.72,1.0202,3.21,0.0,14.1,17.6,9.4,23.6
2017,20050710,7,3,3.7,10.8,0.64,1.0241,2.87,0.0,11.4,22.3,15.2,28.5
2018,20050711,7,3,3.5,10.6,0.68,1.0269,2.88,0.05,11.5,22.1,16.7,27.4
2019,20050712,7,2,3.0,7.2,0.69,1.0268,2.65,0.0,9.8,21.7,15.9,28.5
2020,20050713,7,2,2.8,7.5,0.68,1.023,3.14,0.0,13.7,22.9,16.9,29.3
2021,20050714,7,2,1.5,5.2,0.62,1.0199,2.85,0.0,11.4,22.5,16.2,28.9
2022,20050715,7,4,4.3,12.9,0.59,1.0141,2.22,0.0,6.9,23.2,17.6,28.5
2023,20050716,7,3,2.7,8.1,0.64,1.0152,2.64,0.0,9.9,20.4,14.2,25.6
2024,20050717,7,2,2.2,6.9,0.6,1.0161,3.27,0.0,15.0,19.3,12.7,24.8
2025,20050718,7,3,2.5,8.9,0.58,1.0094,2.78,0.0,11.1,21.5,14.0,28.0
2026,20050719,7,6,5.6,13.2,0.61,1.0148,1.63,0.02,3.4,19.0,16.6,21.3
2027,20050720,7,5,6.9,19.5,0.67,1.0178,2.15,0.22,6.6,17.0,12.8,21.7
2028,20050721,7,6,5.7,13.7,0.76,1.0164,1.67,0.1,3.7,15.7,12.7,19.6
2029,20050722,7,8,4.3,9.2,0.8,1.0132,0.7,0.0,0.0,14.6,12.9,16.2
2030,20050723,7,6,3.1,6.9,0.75,1.0108,0.78,0.0,0.1,15.1,11.7,18.4
2031,20050724,7,6,3.2,12.0,0.79,1.0073,1.84,0.36,4.8,17.3,10.2,24.1
2032,20050725,7,6,4.8,18.6,0.81,1.005,1.5,0.64,2.9,18.6,16.3,24.5
2033,20050726,7,7,2.7,7.4,0.8,1.0116,0.86,0.06,0.3,16.9,15.0,19.1
2034,20050727,7,7,2.5,7.9,0.81,1.011,1.66,0.38,3.8,20.6,15.6,27.7
2035,20050728,7,4,3.6,16.0,0.73,1.0106,2.61,0.25,10.3,24.0,18.1,31.8
2036,20050729,7,5,3.2,8.4,0.78,1.012,1.83,0.53,4.9,22.5,18.4,27.1
2037,20050730,7,4,4.7,14.6,0.74,1.0132,2.32,0.0,8.3,18.5,15.2,22.3
2038,20050731,7,6,4.9,16.1,0.81,1.0135,0.8,0.32,0.2,16.0,13.6,18.9
2039,20050801,8,6,2.5,7.0,0.69,1.0189,2.22,0.0,7.7,16.9,12.5,21.6
2040,20050802,8,4,2.4,8.5,0.68,1.0214,2.03,0.0,6.4,16.3,10.4,21.1
2041,20050803,8,3,2.7,17.4,0.76,1.021,2.48,1.14,9.8,16.0,8.8,23.8
2042,20050804,8,3,2.8,10.1,0.75,1.0243,2.21,0.02,7.8,15.9,10.7,21.5
2043,20050805,8,6,4.8,15.0,0.84,1.0188,1.13,0.79,1.4,15.1,10.4,19.7
2044,20050806,8,6,2.8,10.7,0.86,1.018,1.74,1.36,4.7,13.6,10.3,18.9
2045,20050807,8,4,3.3,11.0,0.81,1.0144,2.0,0.16,6.5,13.2,7.6,16.9
2046,20050808,8,6,4.2,10.7,0.81,1.0156,1.49,0.35,3.3,14.9,11.8,19.1
2047,20050809,8,6,4.0,10.4,0.69,1.0151,2.05,0.0,7.0,15.6,11.2,20.2
2048,20050810,8,6,4.0,9.3,0.73,1.0137,1.51,0.0,3.5,14.7,10.3,19.7
2049,20050811,8,6,2.7,10.2,0.82,1.0145,1.07,0.05,1.3,16.7,13.0,22.1
2050,20050812,8,6,3.5,11.2,0.83,1.0133,1.61,0.17,4.2,16.5,12.0,21.5
2051,20050813,8,4,2.8,8.2,0.7,1.0174,2.12,1.6,7.8,16.2,9.1,22.5
2052,20050814,8,7,4.5,13.2,0.82,1.0113,1.3,1.71,2.5,16.3,14.5,20.0
2053,20050815,8,8,4.6,11.6,0.91,1.0194,0.61,0.38,0.0,15.3,13.7,17.5
2054,20050816,8,5,2.2,5.3,0.81,1.0228,1.21,0.0,2.1,16.0,12.0,19.7
2055,20050817,8,0,2.1,6.6,0.74,1.0205,2.7,0.0,13.1,17.8,10.0,24.5
2056,20050818,8,1,3.6,12.4,0.65,1.0151,2.6,0.0,12.3,21.6,14.8,27.7
2057,20050819,8,4,3.3,10.0,0.78,1.0131,1.82,0.37,6.1,20.1,16.8,26.2
2058,20050820,8,6,2.9,9.1,0.83,1.0177,1.39,0.0,3.3,16.4,11.8,19.1
2059,20050821,8,7,2.1,6.7,0.9,1.0197,0.58,0.0,0.0,15.9,10.8,19.6
2060,20050822,8,7,2.5,6.6,0.83,1.016,0.76,0.0,0.4,17.4,14.0,19.1
2061,20050823,8,5,2.0,8.0,0.9,1.015,1.05,0.55,1.6,15.7,11.5,20.3
2062,20050824,8,5,3.3,10.1,0.71,1.0134,1.99,0.16,7.8,16.2,10.0,20.9
2063,20050825,8,7,4.7,15.4,0.85,1.0059,0.83,0.95,0.7,14.4,10.0,18.0
2064,20050826,8,3,5.6,12.2,0.72,1.0156,2.0,0.0,8.1,14.1,9.9,18.9
2065,20050827,8,4,2.5,8.3,0.74,1.019,1.91,0.0,7.5,15.6,10.1,21.0
2066,20050828,8,3,1.7,5.8,0.72,1.0227,2.36,0.0,11.5,16.6,10.0,22.9
2067,20050829,8,0,2.0,5.5,0.67,1.024,2.49,0.0,12.9,18.8,11.6,26.5
2068,20050830,8,1,2.0,6.3,0.68,1.0249,2.45,0.0,12.7,20.1,11.5,27.7
2069,20050831,8,0,3.4,10.5,0.65,1.0168,2.45,0.0,12.9,22.1,13.2,28.9
2070,20050901,9,4,4.0,10.9,0.67,1.0153,1.83,0.0,8.0,22.1,18.1,25.3
2071,20050902,9,6,1.8,6.0,0.75,1.0246,1.81,0.0,7.9,20.3,16.0,25.2
2072,20050903,9,2,3.4,8.3,0.71,1.0283,2.03,0.0,10.1,19.5,15.0,24.8
2073,20050904,9,2,2.8,10.5,0.7,1.0242,2.22,0.0,12.1,18.9,12.0,26.3
2074,20050905,9,1,4.2,12.1,0.57,1.016,2.22,0.0,12.3,20.5,14.2,26.9
2075,20050906,9,2,2.7,7.7,0.64,1.0112,1.93,0.0,9.6,21.1,15.3,27.5
2076,20050907,9,2,1.8,6.2,0.75,1.0123,1.96,0.0,10.0,21.3,14.7,28.8
2077,20050908,9,1,2.5,10.0,0.7,1.0142,1.98,0.0,10.4,22.2,16.2,29.0
2078,20050909,9,6,1.6,5.4,0.79,1.0109,1.28,0.21,4.3,20.8,15.8,26.6
2079,20050910,9,7,1.7,5.8,0.85,1.0102,0.87,0.21,1.6,20.9,18.4,25.0
2080,20050911,9,8,2.3,6.6,0.9,1.0108,0.46,0.01,0.0,18.2,16.9,20.6
2081,20050912,9,7,3.8,9.5,0.81,1.0174,0.64,0.0,0.5,17.2,11.7,20.7
2082,20050913,9,2,1.4,4.5,0.78,1.0252,1.88,0.0,10.3,14.8,9.0,21.2
2083,20050914,9,6,4.6,12.5,0.86,1.022,0.75,0.09,1.1,16.0,11.7,20.2
2084,20050915,9,8,4.1,12.5,0.89,1.0151,0.68,2.26,0.8,17.8,16.7,21.5
2085,20050916,9,5,5.9,14.9,0.77,1.0097,1.21,0.1,4.4,13.7,8.2,17.5
2086,20050917,9,2,2.2,7.8,0.75,1.0218,1.65,0.0,8.6,10.6,5.4,17.1
2087,20050918,9,1,1.5,6.5,0.74,1.0278,1.84,0.0,10.8,10.7,3.4,17.9
2088,20050919,9,0,1.6,6.0,0.7,1.0265,1.89,0.0,11.5,12.0,4.5,20.2
2089,20050920,9,1,1.4,4.2,0.73,1.0251,1.84,0.0,11.2,12.5,5.2,20.6
2090,20050921,9,0,1.5,5.0,0.73,1.0237,1.83,0.0,11.3,13.5,5.8,21.6
2091,20050922,9,0,1.7,6.1,0.72,1.0211,1.79,0.0,11.0,14.2,7.0,22.4
2092,20050923,9,2,2.5,7.7,0.74,1.0162,1.78,0.0,11.1,15.6,8.6,22.6
2093,20050924,9,5,2.0,5.3,0.8,1.0174,1.14,0.24,4.7,15.4,11.1,20.6
2094,20050925,9,6,2.8,8.2,0.81,1.0139,0.74,0.07,1.6,15.8,9.4,21.4
2095,20050926,9,5,4.5,11.7,0.76,1.0185,1.16,0.0,5.1,15.8,11.4,20.0
2096,20050927,9,7,4.6,12.4,0.75,1.0179,0.66,0.09,1.2,16.3,13.8,20.0
2097,20050928,9,5,5.0,14.1,0.74,1.0197,1.27,0.33,6.4,14.2,10.8,17.9
2098,20050929,9,6,5.0,13.0,0.82,1.0172,0.84,0.2,2.6,12.1,9.4,15.9
2099,20050930,9,7,4.2,9.0,0.81,1.0221,0.6,1.28,1.0,12.1,8.0,15.2
2100,20051001,10,6,3.6,12.3,0.88,1.0136,0.69,0.1,1.6,12.5,7.3,16.3
2101,20051002,10,5,1.9,4.8,0.85,1.0199,0.99,0.01,4.2,11.3,7.5,16.4
2102,20051003,10,4,1.9,6.8,0.91,1.0286,1.02,0.0,4.6,9.3,5.1,14.7
2103,20051004,10,6,3.4,9.9,0.89,1.027,0.7,0.0,1.9,12.0,6.4,15.7
2104,20051005,10,5,3.5,8.1,0.84,1.0249,1.26,0.01,7.5,15.3,12.2,19.9
2105,20051006,10,1,2.2,7.8,0.85,1.0236,1.29,0.0,8.0,15.1,10.6,22.2
2106,20051007,10,0,1.8,6.0,0.82,1.0201,1.33,0.0,8.8,14.0,8.0,20.8
2107,20051008,10,3,2.9,6.4,0.81,1.0185,0.86,0.0,3.6,14.7,10.6,20.5
2108,20051009,10,3,3.3,8.0,0.83,1.0217,1.16,0.0,7.0,15.2,11.6,20.4
2109,20051010,10,3,5.1,9.8,0.74,1.0219,1.35,0.0,9.7,15.9,12.1,21.7
2110,20051011,10,1,5.9,12.4,0.72,1.0174,1.36,0.0,10.0,15.8,12.8,20.5
2111,20051012,10,0,5.8,12.2,0.68,1.0168,1.34,0.0,10.0,16.4,12.8,21.7
2112,20051013,10,2,2.7,6.7,0.7,1.0186,1.32,0.0,10.0,14.8,8.7,22.0
2113,20051014,10,1,1.6,4.5,0.8,1.0258,1.24,0.0,9.1,13.4,7.2,22.4
2114,20051015,10,1,1.9,6.6,0.77,1.0287,1.24,0.0,9.4,12.7,5.5,21.2
2115,20051016,10,0,2.4,8.7,0.74,1.0267,1.25,0.0,9.7,10.7,3.0,19.4
2116,20051017,10,0,3.6,11.3,0.71,1.0261,1.26,0.0,10.1,7.8,1.1,15.3
2117,20051018,10,2,4.7,11.9,0.61,1.0216,1.21,0.0,9.7,9.6,4.3,15.1
2118,20051019,10,6,7.6,15.0,0.78,1.0155,0.48,0.43,1.2,9.3,7.8,10.8
2119,20051020,10,5,5.7,13.2,0.81,1.0115,0.73,0.0,3.7,12.3,8.8,16.9
2120,20051021,10,7,5.1,12.8,0.87,1.0041,0.37,0.47,0.5,14.0,9.2,17.3
2121,20051022,10,6,3.9,10.0,0.89,1.0026,0.29,2.42,0.1,12.4,10.0,13.7
2122,20051023,10,7,3.2,10.7,0.91,1.0122,0.36,0.03,0.5,11.8,9.5,15.4
2123,20051024,10,7,4.7,10.9,0.9,1.0154,0.24,1.11,0.0,12.5,11.3,14.9
2124,20051025,10,6,6.7,16.0,0.83,1.0087,0.3,0.73,0.2,14.3,12.2,16.4
2125,20051026,10,4,4.9,9.7,0.81,1.0172,0.77,0.0,5.0,14.6,12.2,18.6
2126,20051027,10,3,5.8,12.4,0.75,1.0185,0.98,0.0,8.2,17.3,14.0,22.0
2127,20051028,10,2,6.1,12.1,0.7,1.0167,0.98,0.0,8.5,17.5,14.4,22.1
2128,20051029,10,3,6.0,10.7,0.69,1.0157,0.93,0.0,7.9,17.1,14.7,21.0
2129,20051030,10,2,6.5,12.0,0.67,1.0145,0.95,0.0,8.4,16.4,13.7,20.2
2130,20051031,10,3,6.1,12.7,0.64,1.0103,0.89,0.15,7.6,16.6,12.8,21.8
2131,20051101,11,4,4.8,12.4,0.77,1.0148,0.64,0.01,4.0,13.0,7.6,17.1
2132,20051102,11,6,5.9,14.2,0.86,1.0143,0.32,0.59,0.6,12.1,7.9,16.2
2133,20051103,11,5,7.1,13.4,0.75,1.0122,0.7,0.22,5.2,15.9,13.8,19.5
2134,20051104,11,7,3.9,7.6,0.85,1.0143,0.23,0.41,0.1,13.5,9.7,15.4
2135,20051105,11,4,4.9,11.6,0.85,1.0224,0.52,0.0,2.9,8.3,6.8,10.8
2136,20051106,11,3,5.4,10.0,0.8,1.0241,0.84,0.05,8.0,10.7,7.2,15.5
2137,20051107,11,5,4.7,9.7,0.88,1.0225,0.24,0.28,0.2,9.8,8.4,12.3
2138,20051108,11,1,6.7,14.2,0.76,1.0209,0.83,0.0,8.4,11.9,8.1,16.3
2139,20051109,11,5,4.5,10.1,0.75,1.0217,0.72,0.0,6.6,11.5,9.6,14.9
2140,20051110,11,5,4.3,11.1,0.82,1.0327,0.67,0.06,5.9,9.1,4.0,12.5
2141,20051111,11,7,5.5,12.4,0.86,1.0263,0.21,0.01,0.1,11.5,9.4,13.8
2142,20051112,11,7,4.8,11.7,0.78,1.0169,0.17,0.01,0.0,9.1,7.4,11.3
2143,20051113,11,6,1.5,4.5,0.85,1.0224,0.22,0.0,0.2,8.5,2.5,11.8
2144,20051114,11,7,1.9,6.6,0.98,1.025,0.17,0.0,0.0,4.0,0.3,6.3
2145,20051115,11,8,4.5,10.0,0.94,1.01,0.17,0.85,0.0,6.5,4.2,7.7
2146,20051116,11,5,4.3,12.1,0.9,1.0022,0.25,0.13,0.5,5.6,1.5,7.8
2147,20051117,11,5,3.6,9.2,0.88,1.0111,0.44,0.0,3.0,4.2,-0.1,8.4
2148,20051118,11,3,1.6,4.4,0.9,1.0209,0.53,0.0,4.6,2.0,-2.1,8.3
2149,20051119,11,7,2.2,5.4,0.98,1.0296,0.16,0.0,0.0,1.0,-2.8,3.1
2150,20051120,11,8,2.8,5.3,0.93,1.0308,0.15,0.1,0.0,3.9,2.8,5.6
2151,20051121,11,6,2.7,6.2,0.93,1.0313,0.35,0.27,1.9,4.6,-0.7,8.3
2152,20051122,11,3,2.0,5.6,0.92,1.0381,0.29,0.0,1.2,-0.3,-3.4,4.3
2153,20051123,11,3,2.4,5.8,0.88,1.0357,0.64,0.0,7.4,0.5,-1.8,5.2
2154,20051124,11,8,4.2,13.7,0.95,1.0134,0.14,0.85,0.0,0.8,-1.5,3.8
2155,20051125,11,8,11.6,20.7,0.86,0.9847,0.14,0.23,0.0,1.3,-0.2,2.4
2156,20051126,11,8,6.8,16.2,0.93,0.9874,0.14,0.76,0.0,0.9,-0.1,2.3
2157,20051127,11,8,3.1,8.4,0.97,0.9923,0.14,0.45,0.0,0.7,-1.3,1.5
2158,20051128,11,7,3.3,7.1,0.95,0.998,0.14,0.03,0.0,1.1,-2.4,2.9
2159,20051129,11,7,3.7,7.3,0.91,1.0056,0.14,0.04,0.0,2.4,1.6,3.1
2160,20051130,11,7,4.2,8.5,0.85,1.0128,0.16,0.0,0.1,3.1,0.4,4.4
2161,20051201,12,2,5.6,13.1,0.75,1.0099,0.54,0.0,6.8,1.6,-1.3,4.8
2162,20051202,12,5,9.0,16.1,0.68,0.9978,0.28,0.07,1.7,3.6,0.5,7.0
2163,20051203,12,6,6.6,12.2,0.77,0.9961,0.23,0.37,1.1,6.9,4.3,9.2
2164,20051204,12,8,5.1,10.3,0.86,0.9949,0.12,0.33,0.0,8.1,6.8,10.0
2165,20051205,12,8,4.7,8.6,0.88,0.9979,0.12,0.01,0.0,6.8,5.4,7.7
2166,20051206,12,8,3.8,7.3,0.84,1.0048,0.12,0.01,0.0,5.8,5.0,6.4
2167,20051207,12,7,4.5,9.0,0.9,1.0124,0.15,0.04,0.2,5.9,4.6,6.7
2168,20051208,12,6,2.7,6.9,0.86,1.0176,0.19,0.0,0.6,4.5,1.2,6.2
2169,20051209,12,5,2.4,7.4,0.78,1.0359,0.25,0.0,1.5,3.4,-2.4,6.9
2170,20051210,12,1,1.2,4.6,0.89,1.0423,0.52,0.0,7.1,-0.9,-5.4,5.5
2171,20051211,12,6,2.4,5.5,0.78,1.0394,0.14,0.0,0.2,1.1,-2.4,3.5
2172,20051212,12,7,1.5,7.0,0.88,1.0345,0.11,0.01,0.0,3.8,2.8,5.1
2173,20051213,12,6,1.5,4.5,0.89,1.0345,0.22,0.05,1.2,4.6,1.5,8.7
2174,20051214,12,7,3.1,6.2,0.91,1.0264,0.16,0.09,0.4,5.7,3.6,7.5
2175,20051215,12,7,5.0,12.1,0.9,1.0186,0.13,0.49,0.1,6.2,4.2,7.4
2176,20051216,12,6,7.5,19.1,0.85,1.0035,0.19,0.47,0.7,6.1,1.9,9.1
2177,20051217,12,5,4.5,12.6,0.89,1.0099,0.24,0.11,1.5,0.9,-0.6,2.5
2178,20051218,12,6,4.0,9.3,0.91,1.0199,0.22,0.07,1.2,1.3,-0.7,3.3
2179,20051219,12,6,4.1,10.1,0.93,1.0211,0.11,0.21,0.0,2.2,-0.8,4.6
2180,20051220,12,8,4.0,9.0,0.94,1.0294,0.11,0.01,0.0,3.8,0.1,4.7
2181,20051221,12,8,3.3,8.9,0.89,1.0321,0.11,0.08,0.0,4.3,2.8,5.3
2182,20051222,12,8,4.0,7.8,0.96,1.0287,0.11,0.36,0.0,5.9,4.5,7.5
2183,20051223,12,8,3.8,6.3,0.9,1.0262,0.11,0.0,0.0,6.9,6.2,8.0
2184,20051224,12,7,3.3,6.2,0.91,1.0231,0.11,0.02,0.0,6.6,4.7,7.3
2185,20051225,12,5,1.9,4.1,0.93,1.0221,0.36,0.02,3.7,4.0,0.2,6.3
2186,20051226,12,6,3.2,13.8,0.89,1.0144,0.31,0.2,2.7,1.9,-2.9,5.9
2187,20051227,12,7,4.7,11.6,0.87,1.0106,0.14,0.02,0.2,-1.7,-3.4,-0.3
2188,20051228,12,7,3.9,11.2,0.85,1.0117,0.11,0.0,0.0,-2.3,-5.8,-1.2
2189,20051229,12,8,3.9,11.3,0.91,1.0145,0.13,0.0,0.1,-2.2,-2.9,-0.7
2190,20051230,12,7,7.1,19.0,0.83,1.011,0.32,0.03,2.8,-1.5,-2.9,-0.5
2191,20051231,12,7,6.2,14.5,0.89,0.9977,0.11,0.12,0.0,4.3,-1.5,7.3
2192,20060101,1,5,3.9,9.5,0.83,1.0036,0.29,0.0,2.1,4.5,0.5,7.7
2193,20060102,1,7,1.5,4.7,0.94,1.0211,0.12,0.0,0.0,2.7,1.3,3.6
2194,20060103,1,5,1.2,4.2,0.92,1.0299,0.3,0.0,2.2,0.8,-3.3,4.3
2195,20060104,1,6,2.9,8.2,0.86,1.0305,0.23,0.0,1.2,1.0,-1.1,3.2
2196,20060105,1,7,4.8,9.5,0.81,1.0228,0.12,0.0,0.0,1.1,-0.8,2.3
2197,20060106,1,8,3.7,8.5,0.84,1.0222,0.12,0.0,0.0,2.2,0.8,2.9
2198,20060107,1,8,3.0,7.4,0.77,1.0263,0.12,0.0,0.0,3.5,2.1,5.0
2199,20060108,1,5,3.6,10.2,0.71,1.0276,0.28,0.0,1.7,3.2,-1.3,6.0
2200,20060109,1,1,3.1,10.2,0.76,1.0289,0.57,0.0,7.4,0.5,-4.2,4.8
2201,20060110,1,5,5.5,12.4,0.8,1.029,0.41,0.0,3.9,0.2,-2.2,2.8
2202,20060111,1,6,5.3,11.1,0.82,1.0264,0.23,0.63,0.9,2.3,0.0,4.4
2203,20060112,1,7,2.6,11.2,0.9,1.0332,0.25,0.0,1.1,3.5,1.4,5.4
2204,20060113,1,4,6.0,12.7,0.81,1.0299,0.32,0.0,2.2,1.4,-1.0,3.5
2205,20060114,1,1,6.2,11.8,0.69,1.0286,0.61,0.0,7.6,1.8,-1.0,6.5
2206,20060115,1,0,6.1,12.5,0.77,1.024,0.58,0.0,6.7,-2.7,-4.4,-0.3
2207,20060116,1,3,6.4,11.6,0.69,1.0182,0.6,0.15,7.0,0.7,-3.7,4.7
2208,20060117,1,8,5.8,11.8,0.91,1.0058,0.14,0.77,0.0,3.6,1.8,5.3
2209,20060118,1,5,3.6,9.4,0.9,1.0119,0.35,0.0,2.3,4.2,-1.7,6.9
2210,20060119,1,8,4.2,9.3,0.91,1.0225,0.14,0.05,0.0,3.5,-1.0,6.2
2211,20060120,1,6,5.3,13.8,0.9,1.0177,0.14,0.31,0.0,6.8,2.2,10.0
2212,20060121,1,7,5.5,11.9,0.85,1.0222,0.24,0.14,0.7,5.3,2.6,7.6
2213,20060122,1,7,3.1,7.0,0.85,1.0368,0.15,0.0,0.0,0.4,-4.5,2.6
2214,20060123,1,1,3.0,8.1,0.64,1.0405,0.71,0.0,8.3,-3.3,-7.5,0.8
2215,20060124,1,3,4.6,10.3,0.49,1.034,0.68,0.0,7.5,-1.5,-5.0,2.7
2216,20060125,1,6,4.0,12.3,0.81,1.0205,0.25,0.31,0.7,-1.2,-6.2,2.6
2217,20060126,1,4,5.2,12.4,0.74,1.0213,0.48,0.0,3.6,-2.6,-7.1,0.3
2218,20060127,1,3,3.1,7.8,0.75,1.0242,0.6,0.0,5.5,-5.9,-9.0,-2.8
2219,20060128,1,1,2.5,7.3,0.7,1.0258,0.76,0.0,8.2,-4.1,-9.6,1.8
2220,20060129,1,1,3.3,8.5,0.61,1.0302,0.79,0.0,8.5,-2.3,-7.5,3.4
2221,20060130,1,4,3.6,10.8,0.76,1.0308,0.74,0.0,7.5,-0.6,-5.4,2.7
2222,20060131,1,5,2.7,7.1,0.85,1.028,0.68,0.0,6.2,0.7,-4.4,3.7
2223,20060201,2,6,1.7,5.8,0.89,1.0239,0.75,0.0,7.3,-1.4,-4.9,6.7
2224,20060202,2,8,1.4,3.5,0.95,1.0231,0.18,0.0,0.0,-4.3,-5.1,-3.6
2225,20060203,2,8,1.9,4.2,0.92,1.0228,0.18,0.01,0.0,-2.9,-5.1,-1.1
2226,20060204,2,8,1.6,5.6,0.97,1.0267,0.19,0.03,0.0,0.5,-1.3,2.0
2227,20060205,2,8,1.7,5.3,0.96,1.0297,0.19,0.07,0.0,1.0,-0.6,2.1
2228,20060206,2,8,2.5,8.2,0.97,1.0273,0.19,0.22,0.0,2.4,0.6,4.6
2229,20060207,2,8,5.5,10.2,0.9,1.0189,0.2,0.17,0.0,4.8,2.7,6.8
2230,20060208,2,7,7.2,16.5,0.87,1.0048,0.32,0.66,0.7,4.6,2.7,6.7
2231,20060209,2,7,7.1,16.6,0.83,1.007,0.33,0.6,0.8,2.7,1.0,4.7
2232,20060210,2,8,4.6,11.7,0.84,1.018,0.21,0.0,0.0,2.6,1.3,3.4
2233,20060211,2,8,1.1,3.1,0.87,1.0279,0.21,0.0,0.0,1.5,0.0,3.2
2234,20060212,2,7,2.8,7.0,0.8,1.0265,0.37,0.0,1.0,1.7,-1.0,4.5
2235,20060213,2,6,5.2,10.4,0.72,1.0222,0.78,0.0,5.6,2.8,0.1,5.9
2236,20060214,2,7,4.7,10.0,0.78,1.0179,0.25,0.02,0.1,4.8,3.1,7.2
2237,20060215,2,6,6.5,17.3,0.86,1.0009,0.33,1.36,0.5,6.6,4.0,9.9
2238,20060216,2,8,4.4,16.2,0.87,0.9902,0.48,0.6,1.7,7.0,5.1,10.3
2239,20060217,2,7,6.4,15.9,0.82,0.9911,0.23,0.49,0.0,6.0,4.0,7.8
2240,20060218,2,6,4.7,12.9,0.86,0.9954,0.24,0.69,0.0,4.8,3.1,6.7
2241,20060219,2,7,3.8,9.4,0.8,1.002,0.84,0.14,5.5,6.2,2.8,10.2
2242,20060220,2,8,5.4,11.3,0.9,1.0066,0.25,0.6,0.0,3.1,1.8,5.5
